TotalSeconds	OD-TurningStrainRaw0	OD-TurningStrainRaw1
55.5015222	6935095	8843753
55.5040222	6935061	8843724
55.5065222	6935079	8843756
55.5090222	6935137	8843834
55.5115222	6935224	8843946
55.5140222	6935338	8844082
55.5165222	6935479	8844235
55.5190222	6935648	8844401
55.5215222	6935842	8844575
55.5240222	6936050	8844747
55.5265222	6936257	8844906
55.5290222	6936440	8845040
55.5315222	6936580	8845137
55.5335486	6936663	8845194
55.5360486	6936682	8845207
55.5385486	6936641	8845182
55.5410486	6936544	8845120
55.5435486	6936394	8845021
55.5460486	6936197	8844885
55.5485486	6935962	8844714
55.5510486	6935700	8844512
55.5535486	6935423	8844291
55.5560486	6935147	8844065
55.5585486	6934892	8843854
55.5610486	6934676	8843679
55.5635486	6934513	8843555
55.5660486	6934413	8843494
55.5685486	6934379	8843495
55.5710486	6934410	8843552
55.5735486	6934505	8843655
55.5760486	6934653	8843785
55.5785486	6934842	8843926
55.5810486	6935052	8844058
55.5835486	6935258	8844163
55.5860486	6935433	8844226
55.5885486	6935552	8844242
55.5910486	6935609	8844215
55.5935486	6935614	8844166
55.5960486	6935596	8844126
55.5985486	6935593	8844128
55.6010486	6935638	8844200
55.6035486	6935754	8844351
55.6060486	6935941	8844575
55.6085486	6936171	8844842
55.6110486	6936402	8845107
55.6135486	6936590	8845328
55.6160486	6936703	8845474
55.6185486	6936731	8845531
55.6210486	6936687	8845505
55.6235486	6936597	8845416
55.6260486	6936493	8845289
55.6285486	6936403	8845150
55.6310486	6936342	8845019
55.6335486	6936311	8844907
55.6360486	6936299	8844820
55.6385486	6936289	8844755
55.6410486	6936267	8844712
55.6435486	6936230	8844693
55.6460486	6936182	8844701
55.6485486	6936136	8844741
55.6510486	6936108	8844815
55.6535486	6936109	8844916
55.6560486	6936143	8845033
55.6585486	6936202	8845145
55.6610486	6936274	8845231
55.6635486	6936346	8845276
55.6660486	6936407	8845272
55.6685486	6936453	8845223
55.6710486	6936488	8845149
55.673075	6936520	8845076
55.675575	6936560	8845028
55.678075	6936608	8845021
55.680575	6936655	8845050
55.683075	6936678	8845095
55.685575	6936650	8845118
55.688075	6936548	8845086
55.690575	6936371	8844984
55.693075	6936144	8844825
55.695575	6935921	8844651
55.698075	6935768	8844528
55.700575	6935753	8844522
55.703075	6935918	8844679
55.705575	6936263	8845006
55.708075	6936743	8845464
55.710575	6937274	8845976
55.713075	6937760	8846450
55.715575	6938112	8846802
55.718075	6938275	8846975
55.720575	6938237	8846957
55.723075	6938029	8846775
55.725575	6937708	8846483
55.728075	6937346	8846145
55.730575	6937002	8845816
55.733075	6936715	8845534
55.735575	6936508	8845318
55.738075	6936383	8845170
55.740575	6936332	8845088
55.743075	6936345	8845064
55.745575	6936413	8845095
55.748075	6936527	8845178
55.750575	6936672	8845304
55.753075	6936828	8845454
55.755575	6936972	8845606
55.758075	6937078	8845730
55.760575	6937127	8845802
55.763075	6937113	8845808
55.765575	6937039	8845745
55.768075	6936918	8845622
55.770575	6936774	8845459
55.773075	6936627	8845284
55.775575	6936500	8845120
55.778075	6936401	8844987
55.780575	6936334	8844891
55.783075	6936295	8844833
55.785575	6936276	8844805
55.788075	6936270	8844800
55.790575	6936274	8844815
55.793075	6936292	8844851
55.795575	6936332	8844913
55.798075	6936402	8845011
55.800575	6936513	8845146
55.803075	6936667	8845319
55.805575	6936859	8845517
55.808075	6937078	8845726
55.810575	6937307	8845928
55.8126013	6937524	8846104
55.8151013	6937709	8846243
55.8176013	6937843	8846335
55.8201013	6937920	8846384
55.8226013	6937941	8846397
55.8251013	6937916	8846387
55.8276013	6937858	8846363
55.8301013	6937778	8846327
55.8326013	6937677	8846274
55.8351013	6937547	8846185
55.8376013	6937375	8846047
55.8401013	6937155	8845852
55.8426013	6936895	8845610
55.8451013	6936615	8845349
55.8476013	6936354	8845109
55.8501013	6936149	8844934
55.8526013	6936034	8844856
55.8551013	6936019	8844883
55.8576013	6936096	8844996
55.8601013	6936230	8845155
55.8626013	6936376	8845307
55.8651013	6936495	8845407
55.8676013	6936558	8845428
55.8701013	6936553	8845365
55.8726013	6936486	8845233
55.8751013	6936371	8845060
55.8776013	6936226	8844875
55.8801013	6936064	8844701
55.8826013	6935897	8844551
55.8851013	6935730	8844432
55.8876013	6935575	8844346
55.8901013	6935446	8844296
55.8926013	6935364	8844290
55.8951013	6935350	8844337
55.8976013	6935418	8844443
55.9001013	6935569	8844606
55.9026013	6935786	8844810
55.9051013	6936041	8845028
55.9076013	6936293	8845231
55.9101013	6936504	8845385
55.9126013	6936638	8845462
55.9151013	6936675	8845445
55.9176013	6936607	8845332
55.9201013	6936448	8845140
55.9226013	6936223	8844899
55.9251013	6935971	8844648
55.9276013	6935733	8844431
55.9301013	6935549	8844286
55.9326013	6935450	8844241
55.9351013	6935450	8844303
55.9376013	6935542	8844457
55.9401013	6935698	8844668
55.9426013	6935877	8844889
55.9451013	6936035	8845073
55.9476013	6936136	8845180
55.9501013	6936160	8845192
55.9521277	6936110	8845112
55.9546277	6936005	8844963
55.9571277	6935877	8844778
55.9596277	6935749	8844585
55.9621277	6935633	8844402
55.9646277	6935531	8844236
55.9671277	6935438	8844084
55.9696277	6935348	8843945
55.9721277	6935262	8843819
55.9746277	6935187	8843712
55.9771277	6935139	8843641
55.9796277	6935127	8843616
55.9821277	6935147	8843640
55.9846277	6935187	8843705
55.9871277	6935223	8843794
55.9896277	6935236	8843886
55.9921277	6935212	8843964
55.9946277	6935145	8844013
55.9971277	6935044	8844027
55.9996277	6934921	8844006
56.0021277	6934790	8843952
56.0046277	6934659	8843865
56.0071277	6934535	8843745
56.0096277	6934423	8843599
56.0121277	6934333	8843437
56.0146277	6934274	8843274
56.0171277	6934250	8843124
56.0196277	6934261	8843001
56.0221277	6934301	8842915
56.0246277	6934359	8842873
56.0271277	6934418	8842875
56.0296277	6934467	8842919
56.0321277	6934506	8843009
56.0346277	6934545	8843149
56.0371277	6934602	8843338
56.0396277	6934692	8843573
56.0421277	6934825	8843839
56.0446277	6934999	8844116
56.0471277	6935199	8844378
56.0496277	6935406	8844598
56.0521277	6935595	8844757
56.0546277	6935739	8844838
56.0571277	6935818	8844835
56.0596277	6935819	8844750
56.0621277	6935738	8844589
56.0646277	6935580	8844372
56.0671277	6935370	8844126
56.0696277	6935140	8843888
56.0721277	6934931	8843699
56.0746277	6934780	8843592
56.0771277	6934713	8843587
56.0796277	6934739	8843686
56.0821277	6934848	8843870
56.0846277	6935017	8844103
56.0871277	6935213	8844345
56.0896277	6935409	8844559
56.0916541	6935584	8844721
56.0941541	6935729	8844822
56.0966541	6935840	8844865
56.0991541	6935920	8844860
56.1016541	6935965	8844815
56.1041541	6935963	8844732
56.1066541	6935907	8844611
56.1091541	6935793	8844457
56.1116541	6935632	8844282
56.1141541	6935451	8844115
56.1166541	6935295	8843994
56.1191541	6935217	8843964
56.1216541	6935262	8844059
56.1241541	6935452	8844292
56.1266541	6935783	8844648
56.1291541	6936217	8845086
56.1316541	6936699	8845553
56.1341541	6937166	8845991
56.1366541	6937559	8846351
56.1391541	6937839	8846604
56.1416541	6937988	8846739
56.1441541	6938003	8846757
56.1466541	6937898	8846669
56.1491541	6937687	8846485
56.1516541	6937384	8846212
56.1541541	6937007	8845859
56.1566541	6936572	8845438
56.1591541	6936100	8844971
56.1616541	6935622	8844490
56.1641541	6935176	8844036
56.1666541	6934803	8843656
56.1691541	6934536	8843388
56.1716541	6934399	8843255
56.1741541	6934397	8843264
56.1766541	6934516	8843399
56.1791541	6934729	8843628
56.1816541	6934997	8843912
56.1841541	6935287	8844214
56.1866541	6935570	8844505
56.1891541	6935826	8844765
56.1916541	6936047	8844987
56.1941541	6936232	8845173
56.1966541	6936381	8845326
56.1991541	6936496	8845449
56.2016541	6936576	8845542
56.2041541	6936615	8845601
56.2066541	6936612	8845620
56.2091541	6936565	8845596
56.2116541	6936478	8845531
56.2141541	6936363	8845432
56.2166541	6936233	8845314
56.2191541	6936105	8845192
56.2216541	6935995	8845083
56.2241541	6935917	8844999
56.2266541	6935879	8844950
56.2291541	6935883	8844934
56.2311499	6935919	8844941
56.2336499	6935965	8844949
56.2361499	6935991	8844934
56.2386499	6935968	8844870
56.2411499	6935870	8844742
56.2436499	6935685	8844542
56.2461499	6935416	8844274
56.2486499	6935090	8843961
56.2511499	6934753	8843641
56.2536499	6934462	8843357
56.2561499	6934270	8843156
56.2586499	6934222	8843078
56.2611499	6934342	8843153
56.2636499	6934627	8843387
56.2661499	6935044	8843764
56.2686499	6935540	8844242
56.2711499	6936052	8844763
56.2736499	6936517	8845261
56.2761499	6936886	8845677
56.2786499	6937129	8845971
56.2811499	6937246	8846126
56.2836499	6937254	8846157
56.2861499	6937185	8846094
56.2886499	6937073	8845975
56.2911499	6936941	8845830
56.2936499	6936798	8845677
56.2961499	6936647	8845522
56.2986499	6936482	8845359
56.3011499	6936300	8845183
56.3036499	6936109	8845001
56.3061499	6935927	8844826
56.3086499	6935774	8844678
56.3111499	6935665	8844572
56.3136499	6935607	8844516
56.3161499	6935594	8844506
56.3186499	6935610	8844525
56.3211499	6935639	8844556
56.3236499	6935673	8844588
56.3261499	6935713	8844620
56.3286499	6935773	8844664
56.3311499	6935873	8844736
56.3336499	6936029	8844855
56.3361499	6936245	8845027
56.3386499	6936508	8845241
56.3411499	6936790	8845474
56.3436499	6937049	8845691
56.3461499	6937244	8845857
56.3486499	6937341	8845945
56.3511499	6937328	8845944
56.3536499	6937211	8845863
56.3561499	6937022	8845727
56.3586499	6936800	8845571
56.3611499	6936593	8845430
56.3636499	6936439	8845332
56.3661499	6936366	8845293
56.3686499	6936385	8845316
56.3706763	6936487	8845387
56.3731763	6936643	8845481
56.3756763	6936808	8845560
56.3781763	6936931	8845582
56.3806763	6936955	8845508
56.3831763	6936842	8845312
56.3856763	6936577	8844989
56.3881763	6936178	8844564
56.3906763	6935702	8844091
56.3931763	6935229	8843648
56.3956763	6934856	8843323
56.3981763	6934666	8843193
56.4006763	6934712	8843301
56.4031763	6934997	8843651
56.4056763	6935480	8844193
56.4081763	6936082	8844849
56.4106763	6936709	8845523
56.4131763	6937272	8846123
56.4156763	6937711	8846585
56.4181763	6938003	8846884
56.4206763	6938160	8847032
56.4231763	6938218	8847065
56.4256763	6938219	8847032
56.4281763	6938201	8846978
56.4306763	6938189	8846937
56.4331763	6938191	8846923
56.4356763	6938204	8846936
56.4381763	6938217	8846962
56.4406763	6938219	8846983
56.4431763	6938201	8846982
56.4456763	6938156	8846947
56.4481763	6938084	8846874
56.4506763	6937985	8846767
56.4531763	6937859	8846634
56.4556763	6937709	8846487
56.4581763	6937537	8846339
56.4606763	6937351	8846202
56.4631763	6937159	8846085
56.4656763	6936977	8845995
56.4681763	6936821	8845939
56.4706763	6936713	8845924
56.4731763	6936678	8845961
56.4756763	6936737	8846065
56.4781763	6936906	8846246
56.4806763	6937188	8846507
56.4831763	6937571	8846839
56.4856763	6938024	8847215
56.4881763	6938500	8847600
56.4906763	6938944	8847947
56.4931763	6939297	8848210
56.4956763	6939509	8848351
56.4981763	6939550	8848351
56.5006763	6939413	8848208
56.5031763	6939120	8847939
56.5056763	6938706	8847571
56.5081763	6938216	8847138
56.5102026	6937695	8846666
56.5127026	6937170	8846176
56.5152026	6936658	8845680
56.5177026	6936163	8845185
56.5202026	6935682	8844698
56.5227026	6935220	8844233
56.5252026	6934794	8843814
56.5277026	6934441	8843476
56.5302026	6934212	8843267
56.5327026	6934169	8843235
56.5352026	6934358	8843419
56.5377026	6934798	8843827
56.5402026	6935455	8844425
56.5427026	6936248	8845136
56.5452026	6937056	8845851
56.5477026	6937740	8846443
56.5502026	6938181	8846805
56.5527026	6938307	8846872
56.5552026	6938112	8846641
56.5577026	6937665	8846180
56.5602026	6937085	8845603
56.5627026	6936508	8845045
56.5652026	6936059	8844627
56.5677026	6935816	8844429
56.5702026	6935799	8844472
56.5727026	6935973	8844726
56.5752026	6936266	8845115
56.5777026	6936595	8845551
56.5802026	6936886	8845948
56.5827026	6937090	8846245
56.5852026	6937189	8846411
56.5877026	6937188	8846441
56.5902026	6937108	8846356
56.5927026	6936982	8846192
56.5952026	6936836	8845985
56.5977026	6936696	8845773
56.6002026	6936583	8845587
56.6027026	6936510	8845449
56.6052026	6936479	8845365
56.6077026	6936484	8845331
56.6102026	6936510	8845330
56.6127026	6936541	8845346
56.6152026	6936566	8845365
56.6177026	6936578	8845382
56.6202026	6936581	8845400
56.6227026	6936588	8845432
56.6252026	6936612	8845488
56.6277026	6936666	8845579
56.6302026	6936756	8845702
56.6327026	6936880	8845849
56.6352026	6937030	8846003
56.6377026	6937195	8846148
56.6402026	6937361	8846271
56.6427026	6937519	8846365
56.6452026	6937656	8846430
56.6477026	6937760	8846465
56.649729	6937813	8846468
56.652229	6937794	8846426
56.654729	6937680	8846322
56.657229	6937457	8846139
56.659729	6937128	8845874
56.662229	6936711	8845535
56.664729	6936237	8845143
56.667229	6935749	8844736
56.669729	6935297	8844360
56.672229	6934929	8844058
56.674729	6934685	8843871
56.677229	6934594	8843824
56.679729	6934671	8843931
56.682229	6934909	8844184
56.684729	6935278	8844549
56.687229	6935728	8844976
56.689729	6936191	8845397
56.692229	6936596	8845743
56.694729	6936885	8845960
56.697229	6937021	8846016
56.699729	6937000	8845915
56.702229	6936853	8845696
56.704729	6936631	8845415
56.707229	6936392	8845135
56.709729	6936183	8844902
56.712229	6936031	8844737
56.714729	6935939	8844635
56.717229	6935891	8844569
56.719729	6935857	8844503
56.722229	6935810	8844410
56.724729	6935737	8844278
56.727229	6935642	8844121
56.729729	6935539	8843961
56.732229	6935453	8843833
56.734729	6935411	8843767
56.737229	6935429	8843783
56.739729	6935512	8843880
56.742229	6935652	8844045
56.744729	6935823	8844246
56.747229	6935996	8844450
56.749729	6936141	8844622
56.752229	6936239	8844743
56.754729	6936287	8844811
56.757229	6936300	8844842
56.759729	6936299	8844863
56.762229	6936312	8844905
56.764729	6936354	8844994
56.767229	6936431	8845139
56.769729	6936539	8845338
56.772229	6936666	8845575
56.774729	6936799	8845829
56.777229	6936930	8846073
56.779729	6937050	8846287
56.782229	6937151	8846447
56.784729	6937222	8846534
56.787229	6937245	8846532
56.7892249	6937202	8846430
56.7917249	6937079	8846224
56.7942249	6936872	8845925
56.7967249	6936589	8845555
56.7992249	6936249	8845138
56.8017249	6935873	8844702
56.8042249	6935480	8844268
56.8067249	6935089	8843852
56.8092249	6934711	8843465
56.8117249	6934364	8843120
56.8142249	6934065	8842834
56.8167249	6933840	8842631
56.8192249	6933715	8842535
56.8217249	6933709	8842563
56.8242249	6933823	8842712
56.8267249	6934033	8842953
56.8292249	6934298	8843238
56.8317249	6934560	8843505
56.8342249	6934768	8843700
56.8367249	6934892	8843789
56.8392249	6934922	8843770
56.8417249	6934882	8843670
56.8442249	6934807	8843539
56.8467249	6934738	8843428
56.8492249	6934710	8843383
56.8517249	6934738	8843429
56.8542249	6934821	8843566
56.8567249	6934940	8843770
56.8592249	6935067	8844002
56.8617249	6935177	8844221
56.8642249	6935246	8844387
56.8667249	6935267	8844474
56.8692249	6935242	8844476
56.8717249	6935184	8844401
56.8742249	6935109	8844269
56.8767249	6935034	8844112
56.8792249	6934976	8843960
56.8817249	6934943	8843839
56.8842249	6934938	8843763
56.8867249	6934957	8843736
56.8892249	6934991	8843751
56.8917249	6935030	8843792
56.8942249	6935060	8843841
56.8967249	6935075	8843881
56.8992249	6935070	8843901
56.9017249	6935049	8843899
56.9042249	6935021	8843881
56.9067249	6935002	8843861
56.9092249	6935004	8843851
56.9117249	6935035	8843861
56.9142249	6935096	8843892
56.9167249	6935180	8843938
56.9192249	6935274	8843991
56.9217249	6935368	8844041
56.9242249	6935455	8844084
56.9267249	6935538	8844130
56.9287512	6935628	8844191
56.9312512	6935740	8844289
56.9337512	6935885	8844436
56.9362512	6936064	8844636
56.9387512	6936264	8844871
56.9412512	6936456	8845104
56.9437512	6936608	8845297
56.9462512	6936700	8845421
56.9487512	6936728	8845467
56.9512512	6936713	8845456
56.9537512	6936692	8845431
56.9562512	6936706	8845438
56.9587512	6936772	8845503
56.9612512	6936880	8845620
56.9637512	6936988	8845750
56.9662512	6937033	8845829
56.9687512	6936954	8845791
56.9712512	6936716	8845597
56.9737512	6936323	8845249
56.9762512	6935831	8844800
56.9787512	6935329	8844340
56.9812512	6934913	8843964
56.9837512	6934661	8843748
56.9862512	6934609	8843725
56.9887512	6934744	8843877
56.9912512	6935011	8844149
56.9937512	6935330	8844460
56.9962512	6935623	8844733
56.9987512	6935831	8844919
57.0012512	6935930	8844996
57.0037512	6935923	8844975
57.0062512	6935830	8844878
57.0087512	6935678	8844731
57.0112512	6935492	8844554
57.0137512	6935284	8844354
57.0162512	6935060	8844130
57.0187512	6934824	8843885
57.0212512	6934587	8843632
57.0237512	6934371	8843393
57.0262512	6934202	8843202
57.0287512	6934113	8843092
57.0312512	6934128	8843092
57.0337512	6934260	8843214
57.0362512	6934501	8843450
57.0387512	6934822	8843773
57.0412512	6935182	8844143
57.0437512	6935536	8844518
57.0462512	6935845	8844861
57.0487512	6936080	8845144
57.0512512	6936230	8845354
57.0537512	6936302	8845487
57.0562512	6936314	8845554
57.0587512	6936294	8845572
57.0612512	6936273	8845564
57.0637512	6936275	8845556
57.0662512	6936317	8845569
57.0682776	6936398	8845611
57.0707776	6936497	8845673
57.0732776	6936571	8845724
57.0757776	6936566	8845716
57.0782776	6936437	8845607
57.0807776	6936161	8845372
57.0832776	6935759	8845024
57.0857776	6935294	8844620
57.0882776	6934874	8844253
57.0907776	6934615	8844034
57.0932776	6934611	8844049
57.0957776	6934902	8844333
57.0982776	6935458	8844857
57.1007776	6936180	8845524
57.1032776	6936933	8846200
57.1057776	6937574	8846750
57.1082776	6938002	8847072
57.1107776	6938177	8847136
57.1132776	6938129	8846973
57.1157776	6937935	8846668
57.1182776	6937696	8846325
57.1207776	6937499	8846037
57.1232776	6937397	8845860
57.1257776	6937399	8845806
57.1282776	6937472	8845846
57.1307776	6937565	8845928
57.1332776	6937628	8846001
57.1357776	6937626	8846026
57.1382776	6937544	8845986
57.1407776	6937383	8845875
57.1432776	6937156	8845703
57.1457776	6936884	8845486
57.1482776	6936589	8845243
57.1507776	6936293	8844997
57.1532776	6936025	8844772
57.1557776	6935813	8844599
57.1582776	6935684	8844506
57.1607776	6935655	8844512
57.1632776	6935732	8844622
57.1657776	6935899	8844820
57.1682776	6936128	8845077
57.1707776	6936379	8845351
57.1732776	6936612	8845598
57.1757776	6936794	8845783
57.1782776	6936909	8845887
57.1807776	6936956	8845905
57.1832776	6936947	8845848
57.1857776	6936905	8845739
57.1882776	6936857	8845607
57.1907776	6936830	8845484
57.1932776	6936842	8845396
57.1957776	6936905	8845366
57.1982776	6937020	8845407
57.2007776	6937174	8845516
57.2032776	6937342	8845675
57.2057776	6937486	8845849
57.2077734	6937566	8845993
57.2102734	6937546	8846062
57.2127734	6937405	8846025
57.2152734	6937141	8845869
57.2177734	6936769	8845601
57.2202734	6936325	8845254
57.2227734	6935852	8844867
57.2252734	6935392	8844486
57.2277734	6934988	8844152
57.2302734	6934676	8843902
57.2327734	6934488	8843766
57.2352734	6934442	8843760
57.2377734	6934544	8843885
57.2402734	6934777	8844127
57.2427734	6935103	8844448
57.2452734	6935463	8844795
57.2477734	6935789	8845105
57.2502734	6936018	8845318
57.2527734	6936113	8845397
57.2552734	6936069	8845339
57.2577734	6935918	8845170
57.2602734	6935719	8844948
57.2627734	6935539	8844739
57.2652734	6935436	8844602
57.2677734	6935446	8844579
57.2702734	6935574	8844685
57.2727734	6935803	8844909
57.2752734	6936101	8845225
57.2777734	6936435	8845597
57.2802734	6936780	8845997
57.2827734	6937118	8846396
57.2852734	6937441	8846775
57.2877734	6937739	8847113
57.2902734	6938000	8847393
57.2927734	6938204	8847592
57.2952734	6938333	8847694
57.2977734	6938366	8847682
57.3002734	6938288	8847549
57.3027734	6938093	8847294
57.3052734	6937787	8846928
57.3077734	6937390	8846474
57.3102734	6936932	8845966
57.3127734	6936450	8845449
57.3152734	6935985	8844968
57.3177734	6935574	8844561
57.3202734	6935246	8844257
57.3227734	6935015	8844066
57.3252734	6934883	8843983
57.3277734	6934841	8843988
57.3302734	6934878	8844060
57.3327734	6934979	8844175
57.3352734	6935136	8844323
57.3377734	6935350	8844503
57.3402734	6935620	8844719
57.3427734	6935945	8844974
57.3452734	6936313	8845263
57.3472998	6936700	8845569
57.3497998	6937069	8845858
57.3522998	6937371	8846091
57.3547998	6937558	8846224
57.3572998	6937591	8846224
57.3597998	6937448	8846072
57.3622998	6937140	8845781
57.3647998	6936718	8845400
57.3672998	6936256	8844999
57.3697998	6935841	8844653
57.3722998	6935541	8844421
57.3747998	6935398	8844333
57.3772998	6935407	8844376
57.3797998	6935527	8844501
57.3822998	6935687	8844637
57.3847998	6935816	8844719
57.3872998	6935867	8844707
57.3897998	6935828	8844603
57.3922998	6935723	8844445
57.3947998	6935599	8844293
57.3972998	6935512	8844210
57.3997998	6935503	8844242
57.4022998	6935594	8844406
57.4047998	6935781	8844690
57.4072998	6936050	8845064
57.4097998	6936382	8845495
57.4122998	6936764	8845953
57.4147998	6937180	8846415
57.4172998	6937614	8846863
57.4197998	6938047	8847283
57.4222998	6938448	8847656
57.4247998	6938781	8847959
57.4272998	6939011	8848167
57.4297998	6939121	8848269
57.4322998	6939112	8848266
57.4347998	6939008	8848175
57.4372998	6938845	8848024
57.4397998	6938661	8847843
57.4422998	6938486	8847661
57.4447998	6938336	8847491
57.4472998	6938209	8847336
57.4497998	6938091	8847190
57.4522998	6937964	8847039
57.4547998	6937810	8846869
57.4572998	6937622	8846675
57.4597998	6937404	8846460
57.4622998	6937172	8846236
57.4647998	6936948	8846022
57.4672998	6936754	8845836
57.4697998	6936607	8845691
57.4722998	6936516	8845592
57.4747998	6936483	8845540
57.4772998	6936500	8845530
57.4797998	6936562	8845557
57.4822998	6936662	8845622
57.4847998	6936797	8845732
57.4868262	6936963	8845890
57.4893262	6937151	8846091
57.4918262	6937341	8846317
57.4943262	6937510	8846538
57.4968262	6937628	8846719
57.4993262	6937665	8846821
57.5018262	6937599	8846813
57.5043262	6937423	8846685
57.5068262	6937155	8846455
57.5093262	6936834	8846163
57.5118262	6936517	8845869
57.5143262	6936270	8845644
57.5168262	6936158	8845552
57.5193262	6936225	8845634
57.5218262	6936479	8845896
57.5243262	6936888	8846302
57.5268262	6937381	8846779
57.5293262	6937864	8847228
57.5318262	6938241	8847552
57.5343262	6938434	8847671
57.5368262	6938410	8847553
57.5393262	6938191	8847221
57.5418262	6937839	8846743
57.5443262	6937444	8846215
57.5468262	6937092	8845732
57.5493262	6936847	8845370
57.5518262	6936735	8845165
57.5543262	6936743	8845109
57.5568262	6936826	8845165
57.5593262	6936935	8845281
57.5618262	6937030	8845417
57.5643262	6937096	8845551
57.5668262	6937133	8845677
57.5693262	6937157	8845800
57.5718262	6937187	8845930
57.5743262	6937231	8846065
57.5768262	6937286	8846194
57.5793262	6937335	8846293
57.5818262	6937353	8846335
57.5843262	6937317	8846293
57.5868262	6937207	8846154
57.5893262	6937019	8845919
57.5918262	6936767	8845610
57.5943262	6936480	8845263
57.5968262	6936195	8844924
57.5993262	6935954	8844638
57.6018262	6935789	8844442
57.6043262	6935718	8844357
57.6068262	6935739	8844381
57.6093262	6935832	8844496
57.6118262	6935966	8844668
57.6143262	6936106	8844859
57.6168262	6936223	8845031
57.6193262	6936303	8845161
57.6218262	6936350	8845242
57.6243262	6936386	8845289
57.626322	6936440	8845327
57.628822	6936536	8845385
57.631322	6936686	8845485
57.633822	6936873	8845624
57.636322	6937056	8845774
57.638822	6937172	8845885
57.641322	6937157	8845897
57.643822	6936966	8845759
57.646322	6936591	8845453
57.648822	6936069	8845000
57.651322	6935482	8844465
57.653822	6934932	8843938
57.656322	6934521	8843518
57.658822	6934324	8843282
57.661322	6934366	8843267
57.663822	6934622	8843460
57.666322	6935029	8843814
57.668822	6935501	8844250
57.671322	6935956	8844693
57.673822	6936331	8845079
57.676322	6936588	8845362
57.678822	6936712	8845525
57.681322	6936707	8845563
57.683822	6936584	8845486
57.686322	6936365	8845316
57.688822	6936078	8845082
57.691322	6935763	8844824
57.693822	6935466	8844587
57.696322	6935235	8844415
57.698822	6935108	8844337
57.701322	6935100	8844357
57.703822	6935197	8844453
57.706322	6935364	8844586
57.708822	6935554	8844709
57.711322	6935721	8844786
57.713822	6935837	8844803
57.716322	6935899	8844774
57.718822	6935929	8844736
57.721322	6935962	8844733
57.723822	6936034	8844802
57.726322	6936164	8844960
57.728822	6936349	8845194
57.731322	6936564	8845472
57.733822	6936767	8845748
57.736322	6936915	8845978
57.738822	6936976	8846131
57.741322	6936940	8846199
57.743822	6936820	8846193
57.746322	6936647	8846135
57.748822	6936459	8846048
57.751322	6936290	8845947
57.753822	6936159	8845842
57.756322	6936071	8845726
57.758822	6936010	8845589
57.761322	6935949	8845417
57.763822	6935863	8845204
57.7658484	6935732	8844950
57.7683484	6935547	8844662
57.7708484	6935310	8844351
57.7733484	6935038	8844034
57.7758484	6934751	8843727
57.7783484	6934472	8843445
57.7808484	6934228	8843207
57.7833484	6934048	8843037
57.7858484	6933957	8842958
57.7883484	6933962	8842977
57.7908484	6934056	8843087
57.7933484	6934204	8843256
57.7958484	6934359	8843437
57.7983484	6934462	8843571
57.8008484	6934462	8843610
57.8033484	6934336	8843524
57.8058484	6934096	8843326
57.8083484	6933793	8843061
57.8108484	6933503	8842797
57.8133484	6933305	8842606
57.8158484	6933263	8842548
57.8183484	6933407	8842650
57.8208484	6933726	8842908
57.8233484	6934175	8843285
57.8258484	6934687	8843729
57.8283484	6935193	8844187
57.8308484	6935633	8844610
57.8333484	6935969	8844965
57.8358484	6936183	8845232
57.8383484	6936282	8845406
57.8408484	6936285	8845492
57.8433484	6936214	8845494
57.8458484	6936091	8845420
57.8483484	6935940	8845283
57.8508484	6935788	8845108
57.8533484	6935659	8844923
57.8558484	6935580	8844762
57.8583484	6935573	8844656
57.8608484	6935649	8844626
57.8633484	6935808	8844679
57.8658484	6936031	8844801
57.8683484	6936281	8844956
57.8708484	6936510	8845099
57.8733484	6936665	8845178
57.8758484	6936709	8845158
57.8783484	6936625	8845024
57.8808484	6936421	8844791
57.8833484	6936131	8844496
57.8858484	6935801	8844187
57.8883484	6935475	8843910
57.8908484	6935189	8843699
57.8933484	6934961	8843566
57.8958484	6934793	8843507
57.8983484	6934679	8843508
57.9008484	6934616	8843559
57.9033484	6934605	8843654
57.9053442	6934655	8843792
57.9078442	6934773	8843975
57.9103442	6934954	8844192
57.9128442	6935178	8844420
57.9153442	6935407	8844621
57.9178442	6935588	8844745
57.9203442	6935669	8844747
57.9228442	6935621	8844607
57.9253442	6935451	8844343
57.9278442	6935209	8844015
57.9303442	6934977	8843713
57.9328442	6934856	8843544
57.9353442	6934935	8843598
57.9378442	6935261	8843920
57.9403442	6935815	8844487
57.9428442	6936517	8845213
57.9453442	6937241	8845965
57.9478442	6937852	8846599
57.9503442	6938241	8847000
57.9528442	6938350	8847110
57.9553442	6938191	8846939
57.9578442	6937829	8846563
57.9603442	6937366	8846092
57.9628442	6936902	8845639
57.9653442	6936513	8845289
57.9678442	6936243	8845088
57.9703442	6936105	8845045
57.9728442	6936092	8845138
57.9753442	6936188	8845335
57.9778442	6936381	8845602
57.9803442	6936659	8845916
57.9828442	6937012	8846255
57.9853442	6937410	8846593
57.9878442	6937808	8846896
57.9903442	6938154	8847124
57.9928442	6938392	8847242
57.9953442	6938484	8847226
57.9978442	6938419	8847076
58.0003442	6938214	8846815
58.0028442	6937914	8846485
58.0053442	6937575	8846141
58.0078442	6937257	8845832
58.0103442	6937005	8845596
58.0128442	6936844	8845453
